model,population_size,sample_size,nominal_defect_rate,acceptable_defectives,first_unacceptable_defectives,accept_confidence,reject_confidence,accept_alpha,reject_alpha,accept_cutoff,reject_cutoff,accept_tail_at_cutoff,accept_tail_after_cutoff,reject_tail_at_cutoff,reject_tail_before_cutoff,inconclusive_low,inconclusive_high,accept_constraint_ok,reject_constraint_ok,accept_boundary_maximal_ok,reject_boundary_minimal_ok,disjoint_regions_ok,has_accept_region,has_reject_region,has_both_regions
binomial,,21,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,,6,,,0.01444527027650448,0.05215237809945072,0,5,True,True,True,True,True,False,True,False
binomial,,22,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,6,0.09847709021836139,0.3391988663076885,0.018215981058799083,0.062133671346701023,1,5,True,True,True,True,True,True,True,True
binomial,,23,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,6,0.08862938119652461,0.3151266886987558,0.022607750087589244,0.07311309391867661,1,5,True,True,True,True,True,True,True,True
binomial,,24,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,6,0.07976644307687249,0.2924769579485316,0.027658284470698014,0.08507488587867093,1,5,True,True,True,True,True,True,True,True
binomial,,25,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,6,0.07178979876918536,0.2712059064613666,0.033399944611495286,0.09799362119546484,1,5,True,True,True,True,True,True,True,True
binomial,,26,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,6,0.06461081889226628,0.25126429569214825,0.039859312269892255,0.11183512332060123,1,5,True,True,True,True,True,True,True,True
binomial,,27,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,6,0.058149737003039687,0.2325989480121588,0.04705689337496319,0.1265574483082466,1,5,True,True,True,True,True,True,True,True
binomial,,28,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,7,0.05233476330273663,0.21515402691124808,0.017906689899426082,0.05500694886829173,1,6,True,True,True,True,True,True,True,True
binomial,,29,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,7,0.04710128697246294,0.19887210055039922,0.0216167157963127,0.06371744445228573,1,6,True,True,True,True,True,True,True,True
binomial,,30,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,7,0.04239115827521589,0.18369501919260456,0.02582678866190987,0.07319010839987966,1,6,True,True,True,True,True,True,True,True
binomial,,31,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,7,0.03815204244769472,0.16956463310086392,0.030563120635706896,0.08342058546328124,1,6,True,True,True,True,True,True,True,True
binomial,,32,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,7,0.03433683820292539,0.15642337403554846,0.035848867118464495,0.09439867431208479,1,6,True,True,True,True,True,True,True,True
binomial,,33,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,7,0.030903154382632643,0.14421472045228645,0.04170384783782628,0.10610863575080857,1,6,True,True,True,True,True,True,True,True
binomial,,34,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,7,0.027812838944369242,0.13288356384532024,0.048144326629124455,0.1185295591340276,1,6,True,True,True,True,True,True,True,True
binomial,,35,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,8,0.025031555049932378,0.12237649135522476,0.019990233627163376,0.055182849879615234,1,7,True,True,True,True,True,True,True,True
binomial,,36,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,8,0.022528399544939178,0.11264199772469582,0.02350949525240874,0.0628281423758377,1,7,True,True,True,True,True,True,True,True
binomial,,37,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,0,8,0.020275559590445247,0.10363063790672028,0.02744135996475172,0.07108505827175718,1,7,True,True,True,True,True,True,True,True
binomial,,38,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,1,8,0.09529513007509278,0.25366977887601516,0.031805729795452264,0.07995458405672982,2,7,True,True,True,True,True,True,True,True
binomial,,39,0.1,,,0.9,0.95,0.09999999999999998,0.050000000000000044,1,8,0.08759041743072384,0.23783231399592308,0.03662061522157988,0.08943388973941899,2,7,True,True,True,True,True,True,True,True
